ErrorTROETID,FirmTROETID,ErrorTCode,ErrorTReason,ErrorTType,RepairTStatus,CATTReporterTCRD,CATTReporterTIMID,SubmitterTID,OrderTID,OrderTKeyTDate,TradeTID,TradeTKeyTDate,FulfillmentTID,FulfillmentTKeyTDate,QuoteTID,QuoteTKeyTDate,AllocationTID,AllocationTKeyTDate,Symbol,OptionTID,EventTType,EventTTimestamp,SeqTNo,Side,Price,Quantity,SenderTIMID,ReceiverTIMID,Destination,RoutedTOrderTID,Session,TapeTTradeTID,ParentTOrderTID,ParentTOrderTKeyTDate,PriorTOrderTID,PriorTOrderTKeyTDate,PriorTFulfillmentTID,PriorTFillTKeyTDate,PriorTQuoteTID,PriorTQuoteTKeyTDate,PriorTAllocationTID,PriorTAllocationTKeyTDate,RoutingTParty,Exchange,ReportingTSideTExecutingTMPID,ReportingTSideTTradeTID,ContraTSideTExecutingTMPID,ContraTSideTTradeTID,MarketTCenterTID,FirmTDesignatedTID,RepairTTimestamp,RepairedTBy,RepairTType,RepairTOrg.TID,RepairTSource,CorrectionTDue,FileTName
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135939.621270114,,Buy,19.14,100,VCVW,NYSE,,VCW52600267124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092801.228881243,,Short,130,5000,VCVW,NYSE,,VCW52600094072,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093048.888721412,,Short,16.91,100,VCVW,NYSE,,VCW52600100029,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101004.583757638,,Buy,17.06,100,VCVW,NYSE,,VCW52600145667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T154854.977995590,,Buy,19.08,400,VCVW,NYSE,,VCW52600317988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093433.342215331,,Buy,18.01,500,VCVW,NYSE,,VCW52600106284,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140912.166211287,,Buy,13.19,100,VCVW,NYSE,,VCW52600270907,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095209.288982452,,Sell,21.67,700,VCVW,NYSE,,VCW52600127877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101606.481623768,,Short,7370,10,VCVW,NYSE,,VCW52600151381,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T133120.770897207,,Buy,21.06,100,VCVW,NYSE,,VCW52600253653,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142000.044472139,,Buy,,2,VCVW,NYSE,,VCW52600276596,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155755.462888170,,Short,21.5,200,VCVW,NYSE,,VCW52600325461,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142047.971548254,,Short,19.84,100,VCVW,NYSE,,VCW52600277121,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094832.660316872,,Buy,8.98,400,VCVW,NYSE,,VCW52600123775,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092958.132283834,,Buy,,693,VCVW,NYSE,,VCW52600098377,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105135.388983246,,Short,20,10,VCVW,NYSE,,VCW52600175420,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T151333.452339576,,Sell,25.13,830,VCVW,NYSE,,VCW52600300246,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124240.470772933,,Short,152.05,10,VCVW,NYSE,,VCW52600228785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155717.672351191,,Short,332.15,600,VCVW,NYSE,,VCW52600324808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100032.339902628,,Short,23.5,100,VCVW,NYSE,,VCW52600136574,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T134641.159963403,,Sell,32.43,100,VCVW,NYSE,,VCW52600260712,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140318.628546802,,Buy,7411,1,VCVW,NYSE,,VCW52600268482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110152.953781550,,Buy,20.23,100,VCVW,NYSE,,VCW52600180632,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100757.509512977,,Sell,9.44,100,VCVW,NYSE,,VCW52600143700,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T100214.984981111,,Short,21.16,200,VCVW,NYSE,,VCW52600138345,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105449.549368133,,Buy,1170.23,10,VCVW,NYSE,,VCW52600177259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092947.566509740,,Sell,,100,VCVW,NYSE,,VCW52600097850,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152234.502053956,,Short,18.58,100,VCVW,NYSE,,VCW52600304832,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101338.858089564,,Sell,21.67,100,VCVW,NYSE,,VCW52600149168,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093039.593127455,,Buy,,500,VCVW,NYSE,,VCW52600099730,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T153033.837425052,,Buy,20.93,100,VCVW,NYSE,,VCW52600308799,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T155937.087267469,,Buy,31.17,100,VCVW,NYSE,,VCW52600327851,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104618.125113034,,Buy,18.43,100,VCVW,NYSE,,VCW52600172292,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095348.867707893,,Buy,19.44,100,VCVW,NYSE,,VCW52600129528,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092841.053098743,,Buy,,250,VCVW,NYSE,,VCW52600095523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101414.231575810,,Buy,9.02,1000,VCVW,NYSE,,VCW52600149709,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094137.133710283,,Buy,20.74,100,VCVW,NYSE,,VCW52600116096,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092943.276241446,,Buy,,150,VCVW,NYSE,,VCW52600097616,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101241.804823494,,Buy,23.43,100,VCVW,NYSE,,VCW52600148351,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124838.056760143,,Buy,24.96,100,VCVW,NYSE,,VCW52600231321,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T142005.575095016,,Buy,31.16,200,VCVW,NYSE,,VCW52600276703,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094306.763013019,,Short,1.55,2000,VCVW,NYSE,,VCW52600117858,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T104558.516258864,,Sell,22.91,54,VCVW,NYSE,,VCW52600172101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093132.151416570,,Sell,846,8,VCVW,NYSE,,VCW52600101248,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103541.681005479,,Short,24.92,100,VCVW,NYSE,,VCW52600165750,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154634.060157642,,Short,14.5,300,VCVW,NYSE,,VCW52600316586,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101717.719397188,,Sell,9.55,300,VCVW,NYSE,,VCW52600152330,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094228.320508961,,Buy,20.63,100,VCVW,NYSE,,VCW52600116988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093618.713009291,,Buy,25.68,100,VCVW,NYSE,,VCW52600109249,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110613.355255483,,Sell,25.81,316,VCVW,NYSE,,VCW52600183388,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T141458.883594686,,Sell,19.38,99,VCVW,NYSE,,VCW52600273219,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T084520.075697608,,Buy,11.7,200,VCVW,NYSE,,VCW52600062624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093530.357824151,,Buy,22.1,100,VCVW,NYSE,,VCW52600107935,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093416.456945537,,Sell,14.86,500,VCVW,NYSE,,VCW52600105828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T125115.792164333,,Short,24.14,50,VCVW,NYSE,,VCW52600232348,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100748.294896450,,Buy,24.08,100,VCVW,NYSE,,VCW52600143543,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092528.572010267,,Buy,10.55,500,VCVW,NYSE,,VCW52600090838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121231.452380554,,Sell,12.8,100,VCVW,NYSE,,VCW52600216825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140443.269587634,,Buy,22.26,100,VCVW,NYSE,,VCW52600269054,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T120810.386502618,,Buy,24.75,500,VCVW,NYSE,,VCW52600214825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154934.259530236,,Buy,18.28,5,VCVW,NYSE,,VCW52600318382,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095755.957595858,,Buy,23.93,100,VCVW,NYSE,,VCW52600134071,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112247.078996178,,Buy,123.86,10,VCVW,NYSE,,VCW52600192299,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110711.673630338,,Short,33.57,100,VCVW,NYSE,,VCW52600183821,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100125.784975010,,Short,17.78,100,VCVW,NYSE,,VCW52600137551,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T142557.828055989,,Short,23.98,100,VCVW,NYSE,,VCW52600279585,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100632.920574654,,Sell,21.78,100,VCVW,NYSE,,VCW52600142515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135719.400017097,,Buy,7430.02,5,VCVW,NYSE,,VCW52600266035,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T122131.035570956,,Buy,21.28,100,VCVW,NYSE,,VCW52600220016,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T140013.050102137,,Buy,23.94,100,VCVW,NYSE,,VCW52600267356,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121013.152712571,,Sell,21.56,100,VCVW,NYSE,,VCW52600215790,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T111554.813844928,,Buy,1165.32,100,VCVW,NYSE,,VCW52600188584,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094207.241023482,,Sell,24.69,100,VCVW,NYSE,,VCW52600116590,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092402.766721121,,Sell,21.75,264,VCVW,NYSE,,VCW52600089453,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110626.848488507,,Buy,21.77,300,VCVW,NYSE,,VCW52600183534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113255.354942832,,Sell,21.14,200,VCVW,NYSE,,VCW52600197818,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105502.885363645,,Buy,63.02,10,VCVW,NYSE,,VCW52600177360,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092948.605473150,,Sell,,600,VCVW,NYSE,,VCW52600097917,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T070333.400097232,,Buy,1617.52,3,VCVW,NYSE,,VCW52600027290,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T115538.924055429,,Buy,24.52,100,VCVW,NYSE,,VCW52600208893,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152701.761472836,,Buy,1115.96,50,VCVW,NYSE,,VCW52600307177,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112142.462936011,,Buy,9.07,1000,VCVW,NYSE,,VCW52600191720,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093936.773418356,,Sell,9.41,100,VCVW,NYSE,,VCW52600113700,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141150.403880425,,Short,1174.98,10,VCVW,NYSE,,VCW52600271962,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102710.167711060,,Buy,23.66,100,VCVW,NYSE,,VCW52600160156,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113848.888431688,,Short,25.22,400,VCVW,NYSE,,VCW52600200816,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095114.160139681,,Buy,23.09,100,VCVW,NYSE,,VCW52600126936,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130338.845717793,,Buy,18.6,100,VCVW,NYSE,,VCW52600238687,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T101215.864912629,,Sell,14.78,370,VCVW,NYSE,,VCW52600147704,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135600.481015425,,Short,1179.7,10,VCVW,NYSE,,VCW52600265508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T160001.723893389,,Short,25.71,100,VCVW,NSDQ,,VCTY-TAK2-507140,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T144233.371313002,,Short,1183,10,VCVW,NYSE,,VCW52600287785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093248.346290617,,Sell,14.8,500,VCVW,NYSE,,VCW52600103572,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152640.980239363,,Buy,7451,5,VCVW,NYSE,,VCW52600306946,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114935.321462583,,Short,24.06,32,VCVW,NYSE,,VCW52600206156,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T123648.848318589,,Sell,22.77,277,VCVW,NYSE,,VCW52600226352,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T110402.165837922,,Sell,13.83,100,VCVW,NYSE,,VCW52600182004,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093510.274874382,,Buy,,100,VCVW,NYSE,,VCW52600107328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154748.864620481,,Sell,18.84,140,VCVW,NYSE,,VCW52600317212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105802.304752352,,Buy,21.35,100,VCVW,NYSE,,VCW52600178711,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154601.749731921,,Buy,742.01,55,VCVW,NYSE,,VCW52600316364,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100326.988548392,,Buy,18.97,100,VCVW,NYSE,,VCW52600139620,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T152928.263508033,,Sell,21.6,200,VCVW,NYSE,,VCW52600308333,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T103500.537234429,,Short,8.45,100,VCVW,NYSE,,VCW52600165342,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095752.834064423,,Short,29.54,100,VCVW,NYSE,,VCW52600134029,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093605.038382267,,Buy,25.8,100,VCVW,NYSE,,VCW52600108861,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100137.071069080,,Buy,238.53,10,VCVW,NYSE,,VCW52600137758,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T111334.968594274,,Short,33.39,50,VCVW,NYSE,,VCW52600187433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155732.705890949,,Buy,23.7,400,VCVW,NYSE,,VCW52600325076,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T124431.977598976,,Buy,29.75,3,VCVW,NYSE,,VCW52600229499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T154634.051213612,,Buy,23.25,1083,VCVW,NYSE,,VCW52600316585,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T105311.461987838,,Sell,8.39,57,VCVW,NYSE,,VCW52600176439,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T114241.646918019,,Buy,26.09,100,VCVW,NYSE,,VCW52600202860,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T093520.282140888,,Buy,30.66,200,VCVW,NYSE,,VCW52600107689,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093014.946525490,,Buy,,50,VCVW,NYSE,,VCW52600098954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094814.104772336,,Sell,8.59,50,VCVW,NYSE,,VCW52600123482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T113353.690514100,,Buy,24.65,100,VCVW,NYSE,,VCW52600198448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102555.587922048,,Buy,19.61,100,VCVW,NYSE,,VCW52600159288,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112746.159407088,,Sell,25.32,3000,VCVW,NYSE,,VCW52600195165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093452.523682105,,Sell,19.13,100,VCVW,NYSE,,VCW52600106811,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T152107.508183611,,Sell,18.86,300,VCVW,NYSE,,VCW52600303955,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T130508.771987807,,Short,23.57,100,VCVW,NYSE,,VCW52600239585,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093007.535885214,,Sell,19.47,428,VCVW,NYSE,,VCW52600098764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155044.778039308,,Sell,21.15,93,VCVW,NYSE,,VCW52600319410,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T135752.085585602,,Buy,276.93,10,VCVW,NYSE,,VCW52600266310,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100402.063260166,,Sell,23.45,100,VCVW,NYSE,,VCW52600140315,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T093448.554920224,,Sell,0.6724,3500,VCVW,NYSE,,VCW52600106700,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155218.877885734,,Buy,1766,10,VCVW,NYSE,,VCW52600320591,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T094304.248568309,,Short,23.68,100,VCVW,NYSE,,VCW52600117783,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092941.258259356,,Buy,,73,VCVW,NYSE,,VCW52600097458,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092943.570959459,,Buy,,300,VCVW,NYSE,,VCW52600097645,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121849.914907751,,Sell,18.3,100,VCVW,NYSE,,VCW52600219121,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095418.606315798,,Sell,22.48,500,VCVW,NYSE,,VCW52600130090,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095751.771888679,,Short,29.54,100,VCVW,NYSE,,VCW52600133995,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T100202.519741133,,Buy,31.34,100,VCVW,NYSE,,VCW52600138157,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T092121.709297046,,Buy,,100,VCVW,NYSE,,VCW52600087459,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T121016.494398992,,Sell,24.4,172,VCVW,NYSE,,VCW52600215894,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093613.039266884,,Short,112.23,10,VCVW,NYSE,,VCW52600109051,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T102230.425089289,,Buy,31.55,1640,VCVW,NYSE,,VCW52600156566,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T112052.419893734,,Buy,23.07,100,VCVW,NYSE,,VCW52600191210,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T093217.698617454,,Sell,24.78,1256,VCVW,NYSE,,VCW52600102715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T095916.658975387,,Sell,22.73,100,VCVW,NYSE,,VCW52600135402,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOM,20240530T124207.465228518,,Sell,243.38,50,VCVW,NYSE,,VCW52600228583,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T155919.839831663,,Short,7451,5,VCVW,NYSE,,VCW52600327295,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,EOA,20240530T141322.969404406,,Buy,26.2,100,VCVW,NYSE,,VCW52600272665,,,,,,,,,,,,,,,,,,,,,,,,,,,
