Error ROE ID,Firm ROE ID,Error Code,Error Reason,Error Type,Repair Status,CAT Reporter CRD,CAT Reporter IMID,Submitter ID,Order ID,Order Key Date,Trade ID,Trade Key Date,Fulfillment ID,Fulfillment Key Date,Quote ID,Quote Key Date,Allocation ID,Allocation Key Date,Symbol,Option ID,Event Type,Event Timestamp,Seq No,Side,Price,Quantity,Sender IMID,Receiver IMID,Destination,Routed Order ID,Session,Tape Trade ID,Parent Order ID,Parent Order Key Date,Prior Order ID,Prior Order Key Date,Prior Fulfillment ID,Prior Fill Key Date,Prior Quote ID,Prior Quote Key Date,Prior Allocation ID,Prior Allocation Key Date,Routing Party,Exchange,Reporting Side Executing MPID,Reporting Side Trade ID,Contra Side Executing MPID,Contra Side Trade ID,Market Center ID,Firm Designated ID,Repair Timestamp,Repaired By,Repair Type,Repair Org. ID,Repair Source,Correction Due,File Name
,,,,,,,,,,,,,,,,,,,BHR PRD,,EOA,20240520 093728.442583796,,Bu,19.13,100,VCVW,NYSE,VCW52500103575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,USB PRH,,EOA,20240520 130812.697176250,,Se,21.15,2000,VCVW,NYSE,VCW52500224153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TWO PRA,,EOA,20240520 133446.159404951,,Se,23.44,200,VCVW,NYSE,VCW52500234379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRE,,EOA,20240520 094456.598754102,,Bu,24.01,100,VCVW,NYSE,VCW52500111345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MGR,,EOA,20240520 095353.020487578,,Bu,22.66,100,VCVW,NYSE,VCW52500120185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GSL PRB,,EOA,20240520 115533.148739409,,Se,26.9,100,VCVW,NYSE,VCW52500200671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NCZ PRA,,EOA,20240520 093632.765475643,,Bu,20.81,100,VCVW,NYSE,VCW52500102485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SFB,,EOA,20240520 145339.096556425,,Bu,21.74,200,VCVW,NYSE,VCW52500264193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SREA,,EOA,20240520 095237.310634359,,Se,24.27,100,VCVW,NYSE,VCW52500119080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HIMS,,EOA,20240520 152139.297359336,,Se,,100,VCVW,NYSE,VCW52500274929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 135628.422024676,,Sh,7726.84,11,VCVW,NYSE,VCW52500243291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FGN,,EOA,20240520 085957.208410212,,Sh,26.4,100,VCVW,NYSE,VCW52500075433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 093709.563586751,,Sh,1642.3,10,VCVW,NYSE,VCW52500103196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SWZ,,EOA,20240520 085622.565516865,,Bu,7.97,200,VCVW,NYSE,VCW52500073740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRF,,EOA,20240520 143707.003997653,,Bu,20.83,100,VCVW,NYSE,VCW52500258627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,O PR,,EOA,20240520 114842.455369160,,Se,23.66,100,VCVW,NYSE,VCW52500197554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIGZ,,EOA,20240520 095105.890436143,,Bu,7.68,2000,VCVW,NYSE,VCW52500117473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SR PRA,,EOA,20240520 150615.351665337,,Bu,23.85,200,VCVW,NYSE,VCW52500268526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRI,,EOA,20240520 113829.749415545,,Bu,23.88,100,VCVW,NYSE,VCW52500192202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KLAC,,EOA,20240520 093048.496665953,,Sh,753.7,10,VCVW,NYSE,VCW52500095035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BWNB,,EOA,20240520 104011.730256457,,Bu,19.32,100,VCVW,NYSE,VCW52500157222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRG,,EOA,20240520 103620.699510133,,Bu,19.53,100,VCVW,NYSE,VCW52500154465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GRBK PRA,,EOA,20240520 151806.520495535,,Bu,22.79,100,VCVW,NYSE,VCW52500273116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NOW,,EOA,20240520 092944.981735830,,Bu,755,20,VCVW,NYSE,VCW52500092638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BMEZ,,EOA,20240520 120126.004088852,,Bu,15.55,1000,VCVW,NYSE,VCW52500203326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WIRE,,EOA,20240520 095802.329465675,,Sh,281.5,100,VCVW,NYSE,VCW52500124543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BC PRC,,EOA,20240520 104713.603761237,,Bu,24.35,100,VCVW,NYSE,VCW52500162646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PBI PRB,,EOA,20240520 154943.849996364,,Se,18.35,300,VCVW,NYSE,VCW52500289207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRD,,EOA,20240520 151852.832242152,,Bu,18.79,100,VCVW,NYSE,VCW52500273453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WRB PRF,,EOA,20240520 094824.225060826,,Bu,21.3,100,VCVW,NYSE,VCW52500114662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BNRE A,,EOA,20240520 092121.733465224,,Bu,40.01,10,VCVW,NYSE,VCW52500084857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CEE,,EOA,20240520 113941.535937501,,Bu,10.12,100,VCVW,NYSE,VCW52500192866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRD,,EOA,20240520 092614.163325964,,Sh,18.65,50,VCVW,NYSE,VCW52500087865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CFG PRE,,EOA,20240520 144623.099303182,,Sh,20.35,500,VCVW,NYSE,VCW52500261665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TWO PRC,,EOA,20240520 101712.094099766,,Bu,23.57,100,VCVW,NYSE,VCW52500140946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CVNA,,EOA,20240520 092953.305729364,,Bu,,201,VCVW,NYSE,VCW52500092945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GRBK PRA,,EOA,20240520 093309.632647553,,Bu,22.28,100,VCVW,NYSE,VCW52500098518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AUB PRA,,EOA,20240520 085027.341696514,,Bu,22.64,200,VCVW,NYSE,VCW52500070592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MCBS,,EOA,20240520 093647.037390518,,Sh,25.8,50,VCVW,NYSE,VCW52500102779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IRS,,EOA,20240520 093743.027999942,,Se,11.14,400,VCVW,NYSE,VCW52500103862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BKKT,,EOA,20240520 153838.315801575,,Sh,15.62,1,VCVW,NYSE,VCW52500283298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BW PRA,,EOA,20240520 095714.490265932,,Sh,11.22,500,VCVW,NYSE,VCW52500123536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 101541.293441953,,Bu,22.27,100,VCVW,NYSE,VCW52500139870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DELL,,EOA,20240520 120204.835538510,,Se,148.48,20,VCVW,NYSE,VCW52500203573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 130403.896928815,,Sh,7723.02,1,VCVW,NYSE,VCW52500222894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BKKT,,EOA,20240520 153338.546741487,,Sh,15.43,1,VCVW,NYSE,VCW52500280689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RC PRE,,EOA,20240520 101313.510974789,,Bu,18.38,100,VCVW,NYSE,VCW52500137983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 140006.623792658,,Sh,7724.99,10,VCVW,NYSE,VCW52500244838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HCXY,,EOA,20240520 155303.598923914,,Se,25.23,100,VCVW,NYSE,VCW52500292445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SWI,,EOA,20240520 090143.821776564,,Bu,11.9,300,VCVW,NYSE,VCW52500076369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRZ,,EOA,20240520 094102.973329206,,Se,20.51,100,VCVW,NYSE,VCW52500107379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR PRC,,EOA,20240520 152014.461171151,,Bu,23.17,100,VCVW,NYSE,VCW52500274091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACGLO,,EOA,20240520 093904.283466409,,Sh,22.92,100,VCVW,NYSE,VCW52500105241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GS PRD,,EOA,20240520 104545.907473369,,Sh,23.47,300,VCVW,NYSE,VCW52500161506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WAL PRA,,EOA,20240520 142212.576130834,,Se,18.6,299,VCVW,NYSE,VCW52500253193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 141825.698660303,,Bu,1636.6,10,VCVW,NYSE,VCW52500251880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ADC PRA,,EOA,20240520 102651.314430906,,Se,17.19,100,VCVW,NYSE,VCW52500147871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,LANDP,,EOA,20240520 131439.709477634,,Bu,19.84,100,VCVW,NYSE,VCW52500226529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HIMS,,EOA,20240520 115138.320354733,,Bu,19.83,100,VCVW,NYSE,VCW52500199043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,REXR PRB,,EOA,20240520 110321.455435294,,Bu,21.67,100,VCVW,NYSE,VCW52500173056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AMD,,EOA,20240520 132449.838458469,,Se,,1,VCVW,NYSE,VCW52500230355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BODI,,EOA,20240520 155047.151047875,,Bu,9.31,52,VCVW,NYSE,VCW52500290165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BMN,,EOA,20240520 115903.630387847,,Bu,24.92,100,VCVW,NYSE,VCW52500202358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BML PRG,,EOA,20240520 095556.406222906,,Bu,22.51,100,VCVW,NYSE,VCW52500122324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRIF PRK,,EOA,20240520 104235.794893646,,Bu,20.99,100,VCVW,NYSE,VCW52500159275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CTA PRB,,EOA,20240520 154804.476064899,,Se,70.23,100,VCVW,NYSE,VCW52500288180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GNL PRB,,EOA,20240520 133559.545668345,,Bu,19.52,100,VCVW,NYSE,VCW52500234935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIGZ,,EOA,20240520 115724.172973511,,Bu,7.68,1000,VCVW,NYSE,VCW52500201664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR PRC,,EOA,20240520 152014.743781623,,Bu,23.18,100,VCVW,NYSE,VCW52500274099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJC,,EOA,20240520 100157.295450080,,Bu,23.01,200,VCVW,NYSE,VCW52500128417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NWLI,,EOA,20240520 130913.774555384,,Bu,488.52,2,VCVW,NYSE,VCW52500224540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,F PRD,,EOA,20240520 133423.476897293,,Se,24.79,100,VCVW,NYSE,VCW52500234243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NIC,,EOA,20240520 092604.668266136,,Bu,81.71,100,VCVW,NYSE,VCW52500087751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 100023.447028524,,Se,1634,5,VCVW,NYSE,VCW52500126882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MITN,,EOA,20240520 094401.825846873,,Bu,24.43,2000,VCVW,NYSE,VCW52500110423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CODI PRA,,EOA,20240520 141428.507478029,,Bu,24.26,100,VCVW,NYSE,VCW52500250353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ADC PRA,,EOA,20240520 122302.960832874,,Se,17.18,100,VCVW,NYSE,VCW52500210622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRC,,EOA,20240520 123339.870546178,,Se,19.45,100,VCVW,NYSE,VCW52500213695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MOV,,EOA,20240520 092141.594183772,,Sh,27.78,100,VCVW,NYSE,VCW52500085031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZC,,EOA,20240520 093846.866650995,,Bu,26.14,100,VCVW,NYSE,VCW52500104885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRK,,EOA,20240520 094901.471788912,,Sh,21.36,100,VCVW,NYSE,VCW52500115290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240520 093815.249345965,,Sh,1183.54,20,VCVW,NYSE,VCW52500104379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TNP PRF,,EOA,20240520 155253.822062794,,Se,26.45,889,VCVW,NYSE,VCW52500292195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,COF PRN,,EOA,20240520 155142.164083101,,Bu,16.73,300,VCVW,NYSE,VCW52500290973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NWLI,,EOA,20240520 132957.658975724,,Bu,488.3,2,VCVW,NYSE,VCW52500232397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EAI,,EOA,20240520 093046.787895658,,Se,21.79,29,VCVW,NYSE,VCW52500094983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DYN,,EOA,20240520 100221.474989795,,Se,34.9,50,VCVW,NYSE,VCW52500128795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BWNB,,EOA,20240520 101957.873619645,,Se,19.29,200,VCVW,NYSE,VCW52500143011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GNL PRB,,EOA,20240520 104151.237909998,,Bu,19.18,100,VCVW,NYSE,VCW52500158768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UNMA,,EOA,20240520 155333.922335998,,Bu,25.08,100,VCVW,NYSE,VCW52500293050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240520 124047.216459495,,Sh,3397.58,1,VCVW,NYSE,VCW52500215854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ECCX,,EOA,20240520 115307.601019334,,Sh,24.6,100,VCVW,NYSE,VCW52500199714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRIF PRF,,EOA,20240520 103209.533364956,,Bu,23.62,100,VCVW,NYSE,VCW52500151512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRA,,EOA,20240520 094649.130468397,,Bu,20.47,275,VCVW,NYSE,VCW52500113152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DBRG PRH,,EOA,20240520 100051.296574647,,Bu,22.94,100,VCVW,NYSE,VCW52500127293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRL,,EOA,20240520 093046.803918005,,Bu,19.72,16,VCVW,NYSE,VCW52500094984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AHL PRE,,EOA,20240520 093204.756263342,,Se,20.18,100,VCVW,NYSE,VCW52500096981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 120719.056624725,,Se,7729.99,2,VCVW,NYSE,VCW52500205571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BWFG,,EOA,20240520 154338.999454135,,Bu,24.15,50,VCVW,NYSE,VCW52500285750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRZ,,EOA,20240520 101609.660486804,,Se,20.61,500,VCVW,NYSE,VCW52500140196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GS PRD,,EOA,20240520 155735.517586095,,Bu,23.62,291,VCVW,NYSE,VCW52500297438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SITC PRA,,EOA,20240520 122820.491868082,,Bu,22.13,100,VCVW,NYSE,VCW52500212021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRE,,EOA,20240520 111356.506955207,,Bu,24.07,200,VCVW,NYSE,VCW52500179071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EP PRC,,EOA,20240520 140333.622038661,,Se,47.14,100,VCVW,NYSE,VCW52500246258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 143541.053518284,,Bu,22.46,100,VCVW,NYSE,VCW52500258170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 105917.201183311,,Sh,1646,10,VCVW,NYSE,VCW52500170547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FFIE,,EOA,20240520 134610.808878377,,Sh,1.55,100,VCVW,NYSE,VCW52500239049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIGZ,,EOA,20240520 101810.017899108,,Bu,7.69,1000,VCVW,NYSE,VCW52500141602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRK,,EOA,20240520 105243.967542228,,Bu,24.57,100,VCVW,NYSE,VCW52500166388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240520 101502.000305436,,Se,199.01,294,VCVW,NYSE,VCW52500139311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240520 103240.515865656,,Se,198.12,3,VCVW,NYSE,VCW52500151859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MITT PRA,,EOA,20240520 135642.598231709,,Bu,20,200,VCVW,NYSE,VCW52500243442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 101256.256698293,,Bu,22.23,100,VCVW,NYSE,VCW52500137725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GRBK PRA,,EOA,20240520 133327.606942863,,Bu,22.7,100,VCVW,NYSE,VCW52500233836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 121636.633808709,,Bu,1643.11,16,VCVW,NYSE,VCW52500208623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 140317.753787437,,Bu,22.47,100,VCVW,NYSE,VCW52500246107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,F PRD,,EOA,20240520 102909.294592425,,Sh,24.81,100,VCVW,NYSE,VCW52500149453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BCC,,EOA,20240520 100812.579757406,,Sh,137.25,10,VCVW,NYSE,VCW52500134013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GLOG PRA,,EOA,20240520 093200.439716758,,Se,26.92,100,VCVW,NYSE,VCW52500096888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMSD,,EOA,20240520 150458.507453067,,Se,24.27,100,VCVW,NYSE,VCW52500268035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WRB PRH,,EOA,20240520 104625.290608208,,Bu,18.35,100,VCVW,NYSE,VCW52500161994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PSA PRN,,EOA,20240520 093904.309063385,,Sh,17.19,100,VCVW,NYSE,VCW52500105279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMSD,,EOA,20240520 132814.958035211,,Se,24.31,100,VCVW,NYSE,VCW52500231829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JPI,,EOA,20240520 093141.863641136,,Se,19.29,200,VCVW,NYSE,VCW52500096466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FNLC,,EOA,20240520 145746.834114153,,Bu,24.39,1,VCVW,NYSE,VCW52500265799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRG,,EOA,20240520 102015.851871729,,Bu,19.76,100,VCVW,NYSE,VCW52500143214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,VOYA PRB,,EOA,20240520 110910.298423268,,Bu,24.07,700,VCVW,NYSE,VCW52500176384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HBANM,,EOA,20240520 154141.540238507,,Sh,22.38,100,VCVW,NYSE,VCW52500284763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,XOMAO,,EOA,20240520 142728.555826361,,Se,25.28,100,VCVW,NYSE,VCW52500255024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WRB PRF,,EOA,20240520 151606.986582482,,Bu,21.35,100,VCVW,NYSE,VCW52500272190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DBRG PRI,,EOA,20240520 094552.590446131,,Bu,22.91,100,VCVW,NYSE,VCW52500112315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NCV PRA,,EOA,20240520 111452.243815161,,Bu,21.85,100,VCVW,NYSE,VCW52500179669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AFGB,,EOA,20240520 105550.742249404,,Bu,23.23,100,VCVW,NYSE,VCW52500168338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NYCB PRU,,EOA,20240520 095552.780686551,,Bu,35.07,200,VCVW,NYSE,VCW52500122258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJD,,EOA,20240520 104901.654684928,,Sh,21.96,100,VCVW,NYSE,VCW52500164012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 093145.570289725,,Sh,1657,10,VCVW,NYSE,VCW52500096528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,COF PRK,,EOA,20240520 104659.217911354,,Se,18.45,129,VCVW,NYSE,VCW52500162425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIGZ,,EOA,20240520 095447.960763542,,Bu,7.69,500,VCVW,NYSE,VCW52500121214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SRL,,EOA,20240520 093034.734853328,,Bu,5.87,50,VCVW,NYSE,VCW52500094639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
