Error ROE ID,Firm ROE ID,Error Code,Error Reason,Error Type,Repair Status,CAT Reporter CRD,CAT Reporter IMID,Submitter ID,Order ID,Order Key Date,Trade ID,Trade Key Date,Fulfillment ID,Fulfillment Key Date,Quote ID,Quote Key Date,Allocation ID,Allocation Key Date,Symbol,Option ID,Event Type,Event Timestamp,Seq No,Side,Price,Quantity,Sender IMID,Receiver IMID,Destination,Routed Order ID,Session,Tape Trade ID,Parent Order ID,Parent Order Key Date,Prior Order ID,Prior Order Key Date,Prior Fulfillment ID,Prior Fill Key Date,Prior Quote ID,Prior Quote Key Date,Prior Allocation ID,Prior Allocation Key Date,Routing Party,Exchange,Reporting Side Executing MPID,Reporting Side Trade ID,Contra Side Executing MPID,Contra Side Trade ID,Market Center ID,Firm Designated ID,Repair Timestamp,Repaired By,Repair Type,Repair Org. ID,Repair Source,Correction Due,File Name
,,,,,,,,,,,,,,,,,,,IVR PRC,,EOA,20240620T111315.750674374,,Buy,22.72,612,VCVW,NYSE,,VCW52810228054,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UZE,,EOA,20240621T093256.430062288,,Buy,20.19,200,VCVW,NYSE,,VCW52820132340,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ODC,,EOA,20240620T155042.944967889,,Sell,64.2,7,VCVW,NYSE,,VCW52810341247,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALUR,,EOA,20240620T134800.246730920,,Buy,2.34,100,VCVW,NYSE,,VCW52810288745,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRA,,EOA,20240620T110029.245412403,,Short,23.91,200,VCVW,NYSE,,VCW52810220450,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRL,,EOA,20240620T141120.911341225,,Buy,1180,20,VCVW,NYSE,,VCW52810297193,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMRE PRB,,EOA,20240620T093030.132126916,,Short,25.77,400,VCVW,NYSE,,VCW52810137257,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GNTY,,EOA,20240621T133304.941604344,,Buy,29.05,50,VCVW,NYSE,,VCW52820283324,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T102205.901179620,,Buy,608760,1,VCVW,NYSE,,VCW52810194420,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACN,,EOA,20240620T092939.233075935,,Sell,314.09,50,VCVW,NYSE,,VCW52810135094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T102220.195633248,,Sell,609680,1,VCVW,NYSE,,VCW52810194577,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TWO PRB,,EOA,20240620T094031.309672466,,Buy,22.26,100,VCVW,NYSE,,VCW52810151180,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SNV PRE,,EOA,20240620T134400.249491817,,Sell,24.85,923,VCVW,NYSE,,VCW52810287474,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SLG PRI,,EOA,20240621T111806.110652895,,Sell,21.15,100,VCVW,NYSE,,VCW52820225470,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRK,,EOA,20240621T114958.080710477,,Buy,24.14,100,VCVW,NYSE,,VCW52820241242,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GOVX,,EOA,20240620T093347.850760711,,Buy,,500,VCVW,NYSE,,VCW52810142094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRK,,EOA,20240621T114138.756971498,,Buy,20.16,100,VCVW,NYSE,,VCW52820237235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATHS,,EOA,20240620T094437.192419114,,Sell,25.6,100,VCVW,NYSE,,VCW52810156321,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240621T154103.566406418,,Buy,615525.02,2,VCVW,NYSE,,VCW52820344002,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZC,,EOA,20240621T123510.941988193,,Sell,26.32,4200,VCVW,NYSE,,VCW52820258296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RZB,,EOA,20240620T102331.265757551,,Buy,24.51,100,VCVW,NYSE,,VCW52810195587,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRE,,EOA,20240621T113733.115186325,,Sell,23.68,400,VCVW,NYSE,,VCW52820235306,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRI,,EOA,20240620T105426.986278143,,Buy,23.57,100,VCVW,NYSE,,VCW52810216706,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AHL PRE,,EOA,20240620T093408.139080615,,Sell,20.18,50,VCVW,NYSE,,VCW52810142553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRJ,,EOA,20240621T095723.531862991,,Buy,23.46,100,VCVW,NYSE,,VCW52820163180,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRH,,EOA,20240620T103317.306806124,,Buy,26.02,500,VCVW,NYSE,,VCW52810202836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EPIX,,EOA,20240620T103921.357568425,,Buy,4.85,50,VCVW,NYSE,,VCW52810206682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AHL PRC,,EOA,20240621T113446.197610312,,Short,25.88,300,VCVW,NYSE,,VCW52820233865,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AP,,EOA,20240620T082607.423871480,,Buy,,3000,VCVW,NYSE,,VCW52810087309,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TRTX PRC,,EOA,20240620T144302.833764417,,Short,16.81,75,VCVW,NYSE,,VCW52810310213,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GUT PRC,,EOA,20240620T145637.146087898,,Buy,23.2,100,VCVW,NYSE,,VCW52810315981,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRI,,EOA,20240620T093855.915123203,,Buy,23.63,100,VCVW,NYSE,,VCW52810149214,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HFRO PRA,,EOA,20240620T124613.652787979,,Buy,19.12,100,VCVW,NYSE,,VCW52810267222,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WBS PRG,,EOA,20240620T144152.210037489,,Buy,22.77,50,VCVW,NYSE,,VCW52810309868,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RM,,EOA,20240621T135516.253902810,,Short,27.49,50,VCVW,NYSE,,VCW52820293138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WCC PRA,,EOA,20240620T093850.375050895,,Short,25.88,1000,VCVW,NYSE,,VCW52810149102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HFRO PRA,,EOA,20240620T104244.949568152,,Buy,19.15,300,VCVW,NYSE,,VCW52810209249,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TWO PRA,,EOA,20240621T095703.029579896,,Buy,23.04,100,VCVW,NYSE,,VCW52820162837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TNP PRE,,EOA,20240621T131020.194407127,,Sell,26.43,300,VCVW,NYSE,,VCW52820272767,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GDV PRK,,EOA,20240621T114052.979278887,,Sell,18.32,400,VCVW,NYSE,,VCW52820236828,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ECCC,,EOA,20240621T093654.890332865,,Buy,22.09,100,VCVW,NYSE,,VCW52820137970,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PGRU,,EOA,20240620T112245.187873641,,Sell,4.88,125,VCVW,NYSE,,VCW52810233847,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRK,,EOA,20240620T124506.491780355,,Sell,24.26,52,VCVW,NYSE,,VCW52810266671,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TFC PRI,,EOA,20240621T140523.573396551,,Sell,22.34,400,VCVW,NYSE,,VCW52820297503,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RF PRE,,EOA,20240621T093842.236560733,,Short,17.64,22,VCVW,NYSE,,VCW52820140557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SFB,,EOA,20240620T095537.865606307,,Buy,21.82,100,VCVW,NYSE,,VCW52810169382,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRK,,EOA,20240621T101140.578156305,,Buy,24.63,100,VCVW,NYSE,,VCW52820176246,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PLTR,,EOA,20240621T092812.596089399,,Buy,24,100,VCVW,NYSE,,VCW52820123062,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240621T125502.223728476,,Short,183.72,1,VCVW,NYSE,,VCW52820266779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240621T095840.294946332,,Short,616849.97,1,VCVW,NYSE,,VCW52820164495,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,OPY,,EOA,20240621T093850.501455563,,Short,46.43,100,VCVW,NYSE,,VCW52820140716,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RF PRC,,EOA,20240620T103505.831790330,,Buy,22.82,100,VCVW,NYSE,,VCW52810204243,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FBRT PRE,,EOA,20240620T145432.139576321,,Buy,21.55,100,VCVW,NYSE,,VCW52810315098,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PGRU,,EOA,20240620T110537.059893569,,Buy,4.82,100,VCVW,NYSE,,VCW52810223266,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HPP PRC,,EOA,20240620T094915.242493761,,Buy,13.77,200,VCVW,NYSE,,VCW52810162115,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240620T092643.344926548,,Sell,186.77,10,VCVW,NYSE,,VCW52810129852,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MS PRL,,EOA,20240621T102003.407318518,,Buy,22.37,100,VCVW,NYSE,,VCW52820183949,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HIG PRG,,EOA,20240621T105812.101876893,,Short,24.97,300,VCVW,NYSE,,VCW52820213204,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CRM,,EOA,20240621T092121.260493804,,Buy,235.1,500,VCVW,NYSE,,VCW52820116185,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SEB,,EOA,20240621T104519.905727206,,Sell,3004,1,VCVW,NYSE,,VCW52820203850,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACR PRD,,EOA,20240620T093703.648987347,,Buy,21.38,100,VCVW,NYSE,,VCW52810146941,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EL,,EOA,20240621T124402.364926199,,Short,114.22,10,VCVW,NYSE,,VCW52820261808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GWRE,,EOA,20240620T092411.720104223,,Buy,132,400,VCVW,NYSE,,VCW52810126466,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,F PRB,,EOA,20240621T113315.019637466,,Short,24.11,100,VCVW,NYSE,,VCW52820233111,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PGRU,,EOA,20240620T110857.307892424,,Buy,4.82,100,VCVW,NYSE,,VCW52810225047,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TWO PRC,,EOA,20240620T101144.394655642,,Short,24,100,VCVW,NYSE,,VCW52810185259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240621T131247.081622963,,Buy,1195.65,10,VCVW,NYSE,,VCW52820273842,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALTG,,EOA,20240621T155812.711637835,,Buy,,900,VCVW,NYSE,,VCW52820360764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,C PRN,,EOA,20240621T111818.174822321,,Sell,29.73,200,VCVW,NYSE,,VCW52820225594,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T104304.175933123,,Buy,607560.01,1,VCVW,NYSE,,VCW52810209410,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NC,,EOA,20240621T124909.022147031,,Short,30.15,49,VCVW,NYSE,,VCW52820263914,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJD,,EOA,20240620T093245.998546021,,Sell,22.14,300,VCVW,NYSE,,VCW52810140748,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240621T155314.633898633,,Short,7698,10,VCVW,NYSE,,VCW52820353335,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BML PRH,,EOA,20240620T113057.596620686,,Sell,22.75,100,VCVW,NYSE,,VCW52810238450,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRE,,EOA,20240620T143248.584303579,,Sell,23.64,100,VCVW,NYSE,,VCW52810305752,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCHW PRJ,,EOA,20240620T101530.347270578,,Short,20.35,100,VCVW,NYSE,,VCW52810188935,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NLY PRG,,EOA,20240621T101816.239986185,,Buy,25.01,100,VCVW,NYSE,,VCW52820182034,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GOF,,EOA,20240620T140339.756110588,,Buy,14.72,1000,VCVW,NYSE,,VCW52810294453,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATH PRE,,EOA,20240620T101916.118769530,,Buy,25.6,200,VCVW,NYSE,,VCW52810192133,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240620T154336.356043402,,Buy,181.65,10,VCVW,NYSE,,VCW52810337101,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T110118.058445195,,Buy,608320,1,VCVW,NYSE,,VCW52810220856,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SBOW,,EOA,20240621T114920.380655300,,Sell,37.64,5,VCVW,NYSE,,VCW52820240911,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SNV PRE,,EOA,20240621T104256.296917416,,Buy,24.86,200,VCVW,NYSE,,VCW52820202279,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WCC PRA,,EOA,20240620T152410.324934954,,Sell,25.83,100,VCVW,NYSE,,VCW52810328326,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SRE,,EOA,20240621T092947.183856518,,Sell,,200,VCVW,NYSE,,VCW52820126398,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ABR PRE,,EOA,20240620T095609.007075968,,Sell,18.28,307,VCVW,NYSE,,VCW52810169908,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACR PRD,,EOA,20240621T102636.181248327,,Buy,21.47,200,VCVW,NYSE,,VCW52820189869,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCCF,,EOA,20240620T112842.981716137,,Sell,22.35,100,VCVW,NYSE,,VCW52810237112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KIM PRM,,EOA,20240620T155533.545439821,,Sell,21.24,200,VCVW,NYSE,,VCW52810345986,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KEY PRI,,EOA,20240620T144446.910278772,,Buy,23.67,100,VCVW,NYSE,,VCW52810310914,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACN,,EOA,20240620T092957.524157204,,Sell,,25,VCVW,NYSE,,VCW52810136100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WTM,,EOA,20240621T095945.244948436,,Short,1846.87,10,VCVW,NYSE,,VCW52820165562,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ICE,,EOA,20240620T092958.168490392,,Buy,,100,VCVW,NYSE,,VCW52810136126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SHAK,,EOA,20240620T103122.026871058,,Sell,90.99,50,VCVW,NYSE,,VCW52810201426,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BHR PRD,,EOA,20240621T093201.187577104,,Sell,19.35,100,VCVW,NYSE,,VCW52820130992,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FC,,EOA,20240620T155647.839367273,,Short,34.09,100,VCVW,NYSE,,VCW52810347269,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRG,,EOA,20240621T111723.913797396,,Sell,19.69,100,VCVW,NYSE,,VCW52820224883,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DX PRC,,EOA,20240621T100519.273823289,,Sell,24.93,75,VCVW,NYSE,,VCW52820170722,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ABR PRE,,EOA,20240621T111614.773323419,,Sell,18.19,200,VCVW,NYSE,,VCW52820224171,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CULP,,EOA,20240620T093602.850132324,,Sell,4.37,200,VCVW,NYSE,,VCW52810145534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ELC,,EOA,20240620T144558.683491250,,Sell,21.63,600,VCVW,NYSE,,VCW52810311416,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACN,,EOA,20240620T092954.313448509,,Sell,,100,VCVW,NYSE,,VCW52810135866,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCCD,,EOA,20240621T104550.709771260,,Buy,21.66,100,VCVW,NYSE,,VCW52820204211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CODI PRC,,EOA,20240620T104942.130364981,,Sell,24.55,100,VCVW,NYSE,,VCW52810213877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRH,,EOA,20240621T093351.271312500,,Short,26.15,200,VCVW,NYSE,,VCW52820133682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GRDI,,EOA,20240620T081937.924735917,,Buy,1.27,500,VCVW,NYSE,,VCW52810085268,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SREA,,EOA,20240620T150839.268742576,,Sell,23.44,200,VCVW,NYSE,,VCW52810321274,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EL,,EOA,20240620T092943.982311869,,Buy,,200,VCVW,NYSE,,VCW52810135360,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240620T110722.230430106,,Sell,22.51,13,VCVW,NYSE,,VCW52810224211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T102055.755808233,,Buy,608860.01,1,VCVW,NYSE,,VCW52810193473,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ADC PRA,,EOA,20240620T105036.113866518,,Buy,17.3,100,VCVW,NYSE,,VCW52810214502,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DLR PRL,,EOA,20240620T085845.038771065,,Sell,18.35,97,VCVW,NYSE,,VCW52810107814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,STG,,EOA,20240621T105249.441217814,,Buy,7,600,VCVW,NYSE,,VCW52820209460,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJE,,EOA,20240620T093241.287550398,,Buy,19.83,300,VCVW,NYSE,,VCW52810140659,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UCBIO,,EOA,20240621T094628.229357761,,Sell,23.86,200,VCVW,NYSE,,VCW52820150278,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240620T131403.771177245,,Short,186.23,10,VCVW,NYSE,,VCW52810278113,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MSB,,EOA,20240620T085511.199550778,,Sell,17.17,200,VCVW,NYSE,,VCW52810105511,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TDS PRV,,EOA,20240620T144434.453613891,,Sell,17.23,441,VCVW,NYSE,,VCW52810310847,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NYCB PRU,,EOA,20240621T092946.258493935,,Short,32.48,50,VCVW,NYSE,,VCW52820126359,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TFC PRR,,EOA,20240621T103439.317726572,,Buy,19.94,100,VCVW,NYSE,,VCW52820196373,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,KMPB,,EOA,20240620T093230.192490362,,Short,22.65,100,VCVW,NYSE,,VCW52810140380,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FITBO,,EOA,20240620T123002.994064955,,Sell,20.17,100,VCVW,NYSE,,VCW52810260644,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DNOW,,EOA,20240621T155813.676072365,,Buy,,3000,VCVW,NYSE,,VCW52820360860,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR PRC,,EOA,20240620T125644.236296059,,Buy,22.61,100,VCVW,NYSE,,VCW52810272079,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DRH PRA,,EOA,20240620T155805.368901823,,Buy,25.09,100,VCVW,NYSE,,VCW52810348783,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WCC PRA,,EOA,20240620T093503.771072945,,Sell,25.77,100,VCVW,NYSE,,VCW52810143808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240621T140539.228480107,,Buy,1192.13,10,VCVW,NYSE,,VCW52820297659,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BRK A,,EOA,20240620T140627.170409410,,Short,616380,1,VCVW,NYSE,,VCW52810295525,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240620T092918.455477035,,Sell,182.94,31,VCVW,NYSE,,VCW52810134403,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NC,,EOA,20240620T154911.377046326,,Sell,30.29,1,VCVW,NYSE,,VCW52810340038,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CRD A,,EOA,20240620T080326.559155151,,Buy,8.7,200,VCVW,NYSE,,VCW52810078163,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,VHC,,EOA,20240620T125646.239788206,,Sell,5.22,444,VCVW,NYSE,,VCW52810272098,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ACP PRA,,EOA,20240620T114617.391100427,,Sell,24.8,100,VCVW,NYSE,,VCW52810245949,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,COF PRL,,EOA,20240620T114326.446465555,,Sell,17.69,200,VCVW,NYSE,,VCW52810244610,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NOW,,EOA,20240621T155952.852029893,,Sell,,100,VCVW,NYSE,,VCW52820364294,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DELL,,EOA,20240620T092928.360919274,,Short,160,3000,VCVW,NYSE,,VCW52810134656,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH,,EOA,20240621T155503.523918091,,Buy,186.83,110,VCVW,NYSE,,VCW52820355454,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AFGB,,EOA,20240620T093333.832233035,,Sell,23.19,188,VCVW,NYSE,,VCW52810141844,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ARGD,,EOA,20240621T094706.693019350,,Buy,22.13,100,VCVW,NYSE,,VCW52820151050,,,,,,,,,,,,,,,,,,,,,,,,,,,
